Time_ms,T_C,P_Pa,Alt_m,AccX_mss,AccY_mss,AccZ_mss,GyroX_rads,GyroY_rads,GyroZ_rads,MagX_raw,MagY_raw,MagZ_raw,PYRO
7454,25.83987,101518.04688,-1.47166,8.24592,-1.01278,-1.27855,0.43251,1.35719,-0.28976,-16,239,-271
7484,25.83915,101519.28906,-1.57854,8.33212,-0.54590,-0.66082,0.54543,1.08234,-0.34516,-15,241,-269
7513,25.83796,101516.30469,-1.32174,7.95143,-1.00560,0.77575,0.62213,1.08234,-0.09375,-17,248,-256
7543,25.83809,101515.94531,-1.29082,7.68566,0.01437,1.81008,0.53691,0.30041,0.00852,-14,249,-255
7572,25.83935,101520.81250,-1.70963,9.31617,1.65206,1.40066,0.66048,-0.50069,0.55395,-10,254,-252
7602,25.83803,101519.97656,-1.63770,8.69845,2.28415,0.26577,1.37210,-0.74784,1.20166,250,239,-240
7631,25.83968,101516.37500,-1.32779,6.45021,0.66801,0.62491,3.48778,-1.12708,2.76125,2,226,-248
7661,25.84152,101519.89062,-1.63030,9.50293,-1.50840,-4.98491,2.20730,-0.38138,4.32724,22,206,-232
7691,25.84060,101518.44531,-1.50594,9.73278,-4.77660,-1.75980,3.45582,1.69382,4.72140,52,165,-215
7720,25.84126,101521.46875,-1.76610,6.60823,-5.25067,1.36474,2.01767,2.50132,4.90889,80,127,-195
7750,25.84073,101518.62500,-1.52140,6.47894,-6.24191,3.26102,2.73142,2.20516,4.99411,107,95,-176
7779,25.83987,101516.10156,-1.30426,4.15169,-7.03202,2.54992,3.06166,1.84509,5.07934,114,61,-157
7809,25.84106,101520.95312,-1.72173,1.62333,-9.61067,3.61298,2.71012,2.35218,5.17308,120,9,-132
